Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Date
291,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,300,600,500,05-Mar-22
292,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,300,800,600,04-Mar-22
293,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,800,600,03-Mar-22
294,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,300,800,600,01-Mar-22
295,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,600,500,28-Feb-22
296,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,600,500,27-Feb-22
297,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,800,600,26-Feb-22
298,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,800,600,25-Feb-22
299,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,800,600,24-Feb-22
300,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,800,600,23-Feb-22
301,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,800,600,22-Feb-22
302,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,800,600,21-Feb-22
303,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,800,700,20-Feb-22
304,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,300,1000,700,19-Feb-22
305,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,300,800,600,18-Feb-22
306,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1000,800,17-Feb-22
307,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,1000,700,16-Feb-22
308,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1300,1100,15-Feb-22
309,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,800,600,14-Feb-22
310,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,800,600,13-Feb-22
311,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1000,800,12-Feb-22
312,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,300,1200,800,11-Feb-22
313,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1400,1000,09-Feb-22
314,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,300,1200,800,08-Feb-22
315,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,600,1200,1000,07-Feb-22
316,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1400,1000,06-Feb-22
317,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1400,1000,05-Feb-22
318,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1600,1200,04-Feb-22
319,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1200,1000,03-Feb-22
320,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1200,800,02-Feb-22
321,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1200,1000,31-Jan-22
322,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1400,1000,30-Jan-22
323,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,200,1400,1000,29-Jan-22
324,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1400,1000,28-Jan-22
325,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1600,1300,27-Jan-22
326,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,600,1600,1400,26-Jan-22
327,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,600,1600,1400,25-Jan-22
328,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1600,1300,24-Jan-22
329,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1600,1100,23-Jan-22
330,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,600,1600,1400,22-Jan-22
331,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1600,1300,21-Jan-22
332,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,800,1200,1000,20-Jan-22
333,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,800,1400,1200,19-Jan-22
334,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,800,1600,1200,18-Jan-22
335,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1800,1400,17-Jan-22
336,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,800,1600,1400,16-Jan-22
337,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,800,1800,1600,15-Jan-22
338,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1600,1200,14-Jan-22
339,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1200,1000,13-Jan-22
340,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,1600,1300,12-Jan-22
341,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,800,2000,1800,11-Jan-22
342,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,800,2000,1800,10-Jan-22
343,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,2000,1500,09-Jan-22
344,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,2400,1900,08-Jan-22
345,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,800,2400,1900,07-Jan-22
346,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,2000,1600,06-Jan-22
347,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,400,2000,1500,05-Jan-22
348,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,800,2000,1600,04-Jan-22
349,Hyderabad,Bowenpally,Tomato,Deshi,FAQ,800,2000,1600,03-Jan-22
350,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,31-Dec-22
351,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,30-Dec-22
352,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,29-Dec-22
353,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,28-Dec-22
354,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,26-Dec-22
355,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,25-Dec-22
356,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,24-Dec-22
357,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,23-Dec-22
358,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,22-Dec-22
359,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,21-Dec-22
360,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,19-Dec-22
361,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,18-Dec-22
362,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,17-Dec-22
363,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,16-Dec-22
364,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,15-Dec-22
365,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,14-Dec-22
366,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,12-Dec-22
367,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,11-Dec-22
368,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,10-Dec-22
369,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,09-Dec-22
370,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,08-Dec-22
371,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,07-Dec-22
372,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,05-Dec-22
373,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,04-Dec-22
374,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,03-Dec-22
375,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,01-Dec-22
376,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,30-Nov-22
377,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,28-Nov-22
378,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,27-Nov-22
379,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,26-Nov-22
380,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,25-Nov-22
381,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,21-Nov-22
382,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,20-Nov-22
383,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,19-Nov-22
384,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,18-Nov-22
385,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,17-Nov-22
386,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,16-Nov-22
387,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,14-Nov-22
388,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,13-Nov-22
389,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,12-Nov-22
390,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,11-Nov-22
391,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,10-Nov-22
392,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,09-Nov-22
393,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,800,500,07-Nov-22
394,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,700,600,06-Nov-22
395,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,05-Nov-22
396,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,400,600,500,04-Nov-22
397,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,02-Nov-22
398,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,400,300,31-Oct-22
399,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,30-Oct-22
400,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,29-Oct-22
401,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,28-Oct-22
402,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,27-Oct-22
403,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,26-Oct-22
404,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,24-Oct-22
405,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,23-Oct-22
406,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,400,600,500,22-Oct-22
407,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,21-Oct-22
408,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,20-Oct-22
409,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,19-Oct-22
410,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,17-Oct-22
411,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,16-Oct-22
412,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1200,1000,15-Oct-22
413,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,14-Oct-22
414,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,600,500,13-Oct-22
415,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,600,500,12-Oct-22
416,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,10-Oct-22
417,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1500,1000,09-Oct-22
418,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,08-Oct-22
419,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,07-Oct-22
420,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,06-Oct-22
421,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,05-Oct-22
422,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,03-Oct-22
423,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,02-Oct-22
424,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,600,1000,800,01-Oct-22
425,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,600,1000,800,30-Sep-22
426,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,600,1000,800,29-Sep-22
427,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,28-Sep-22
428,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1200,1000,26-Sep-22
429,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,700,1300,1000,25-Sep-22
430,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1200,1000,24-Sep-22
431,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1500,1200,23-Sep-22
432,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1200,1000,22-Sep-22
433,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1500,1200,19-Sep-22
434,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,1000,2000,1500,18-Sep-22
435,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,1000,1500,1200,17-Sep-22
436,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,16-Sep-22
437,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1200,1000,15-Sep-22
438,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,14-Sep-22
439,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,11-Sep-22
440,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,800,500,10-Sep-22
441,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,09-Sep-22
442,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,08-Sep-22
443,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,07-Sep-22
444,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,1000,3000,2000,05-Sep-22
445,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,1000,3000,2000,04-Sep-22
446,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,100,300,200,01-Sep-22
447,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,100,300,200,31-Aug-22
448,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,29-Aug-22
449,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,28-Aug-22
450,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,27-Aug-22
451,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,26-Aug-22
452,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,25-Aug-22
453,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,24-Aug-22
454,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,22-Aug-22
455,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,400,350,21-Aug-22
456,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,400,350,17-Aug-22
457,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,400,350,15-Aug-22
458,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,450,400,14-Aug-22
459,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,13-Aug-22
460,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,11-Aug-22
461,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,10-Aug-22
462,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,08-Aug-22
463,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,07-Aug-22
464,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,400,300,06-Aug-22
465,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,05-Aug-22
466,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,04-Aug-22
467,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,03-Aug-22
468,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,01-Aug-22
469,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,31-Jul-22
470,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,800,600,29-Jul-22
471,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,400,600,500,28-Jul-22
472,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1200,1000,27-Jul-22
473,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,700,600,25-Jul-22
474,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,24-Jul-22
475,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,23-Jul-22
476,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,800,600,22-Jul-22
477,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,700,600,21-Jul-22
478,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,600,1000,800,20-Jul-22
479,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,18-Jul-22
480,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1200,1000,17-Jul-22
481,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1000,900,16-Jul-22
482,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1000,900,15-Jul-22
483,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,14-Jul-22
484,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1000,900,13-Jul-22
485,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1000,900,12-Jul-22
486,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1200,1000,11-Jul-22
487,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1200,1000,10-Jul-22
488,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,600,1000,800,09-Jul-22
489,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1200,1000,08-Jul-22
490,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,1000,2000,1500,07-Jul-22
491,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,1000,1500,1200,06-Jul-22
492,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,1500,1000,04-Jul-22
493,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,1000,1500,1200,03-Jul-22
494,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,2000,2800,2500,30-Jun-22
495,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,2000,3000,2500,29-Jun-22
496,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,2000,3000,2500,27-Jun-22
497,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,4000,3500,25-Jun-22
498,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,2000,4000,3000,24-Jun-22
499,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,4000,3500,22-Jun-22
500,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,1000,3000,2000,20-Jun-22
501,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,19-Jun-22
502,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,18-Jun-22
503,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,2500,4500,3500,17-Jun-22
504,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,4000,6000,5000,16-Jun-22
505,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,15-Jun-22
506,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,4000,6000,5000,13-Jun-22
507,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,12-Jun-22
508,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,4000,6000,5000,11-Jun-22
509,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,10-Jun-22
510,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,09-Jun-22
511,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,08-Jun-22
512,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,06-Jun-22
513,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,05-Jun-22
514,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,04-Jun-22
515,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,4000,6000,5000,03-Jun-22
516,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,4000,6000,5000,31-May-22
517,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3500,5000,4000,30-May-22
518,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,4000,6000,5000,29-May-22
519,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,4000,6000,5000,28-May-22
520,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,4500,7500,6500,27-May-22
521,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,4500,6500,5500,26-May-22
522,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,4000,8000,6000,25-May-22
523,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3500,7000,5500,23-May-22
524,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,6000,4000,22-May-22
525,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,21-May-22
526,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,5000,4000,20-May-22
527,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,8000,5000,19-May-22
528,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,3000,6000,5000,18-May-22
529,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,1200,2000,1500,16-May-22
530,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,1000,2000,1500,15-May-22
531,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,600,1000,800,14-May-22
532,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,800,600,12-May-22
533,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,400,800,600,11-May-22
534,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,800,600,09-May-22
535,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,400,600,500,07-May-22
536,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,800,700,06-May-22
537,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,400,600,500,05-May-22
538,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,400,600,500,04-May-22
539,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,800,600,01-May-22
540,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,30-Apr-22
541,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,400,600,500,29-Apr-22
542,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,28-Apr-22
543,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,27-Apr-22
544,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,25-Apr-22
545,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,400,300,24-Apr-22
546,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,500,400,23-Apr-22
547,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,22-Apr-22
548,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,500,300,21-Apr-22
549,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,400,300,20-Apr-22
550,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,900,700,18-Apr-22
551,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,100,300,200,16-Apr-22
552,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,100,300,200,14-Apr-22
553,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,100,300,200,13-Apr-22
554,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,100,300,200,10-Apr-22
555,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,100,300,200,09-Apr-22
556,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,08-Apr-22
557,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,07-Apr-22
558,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,0,400,06-Apr-22
559,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,04-Apr-22
560,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,03-Apr-22
561,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,02-Apr-22
562,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,01-Apr-22
563,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,400,300,31-Mar-22
564,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,30-Mar-22
565,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,28-Mar-22
566,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,200,300,250,27-Mar-22
567,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,24-Mar-22
568,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,23-Mar-22
569,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,500,400,20-Mar-22
570,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,100,300,200,19-Mar-22
571,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,17-Mar-22
572,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,300,300,16-Mar-22
573,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,14-Mar-22
574,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,13-Mar-22
575,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,800,600,12-Mar-22
576,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,11-Mar-22
577,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,400,400,400,10-Mar-22
578,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,09-Mar-22
579,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,08-Mar-22
580,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,07-Mar-22
581,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,06-Mar-22
582,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,05-Mar-22
583,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,04-Mar-22
584,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,03-Mar-22
585,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,500,500,02-Mar-22
586,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,300,600,500,28-Feb-22
587,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,700,600,27-Feb-22
588,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,600,1000,800,26-Feb-22
589,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,500,1000,800,25-Feb-22
590,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,400,800,600,24-Feb-22
591,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,800,800,800,23-Feb-22
592,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,600,600,600,21-Feb-22
593,Ranga Reddy,Chevella,Tomato,Deshi,FAQ,600,600,600,20-Feb-22
594,Hyderabad,Erragadda(Rythu Bazar),Tomato,Deshi,FAQ,1300,1300,1300,26-Dec-22
